26,66,id not found,signal not found,2024-07-06 03:35:58.223,2024-07-06 03:35:58.687,21.03711795,105.75761338,8.58,464.0
27,67,id not found,signal not found,2024-07-06 03:35:59.224,2024-07-06 03:35:59.683,21.03711795,105.75761338,8.58,459.0
28,68,id not found,signal not found,2024-07-06 03:36:00.227,2024-07-06 03:36:00.704,21.03711795,105.75761338,8.58,477.0
29,69,id not found,signal not found,2024-07-06 03:36:01.228,2024-07-06 03:36:01.704,21.03711795,105.75761338,8.58,476.0
30,70,id not found,signal not found,2024-07-06 03:36:02.228,2024-07-06 03:36:02.686,21.03711795,105.75761338,8.58,458.0
31,71,id not found,signal not found,2024-07-06 03:36:03.229,2024-07-06 03:36:03.685,21.03711795,105.75761338,8.58,456.0
32,72,id not found,signal not found,2024-07-06 03:36:04.229,2024-07-06 03:36:04.717,21.03711795,105.75761338,8.58,488.0
33,73,id not found,signal not found,2024-07-06 03:36:05.230,2024-07-06 03:36:05.694,21.03711795,105.75761338,8.58,464.0
34,74,id not found,signal not found,2024-07-06 03:36:06.231,2024-07-06 03:36:06.693,21.03711795,105.75761338,8.58,462.0
35,75,id not found,signal not found,2024-07-06 03:36:07.233,2024-07-06 03:36:07.704,21.03711795,105.75761338,8.58,471.0
36,76,id not found,signal not found,2024-07-06 03:36:08.233,2024-07-06 03:36:08.704,21.03711795,105.75761338,8.58,471.0
37,77,id not found,signal not found,2024-07-06 03:36:09.233,2024-07-06 03:36:09.695,21.03711795,105.75761338,8.58,462.0
38,78,id not found,signal not found,2024-07-06 03:36:10.235,2024-07-06 03:36:10.702,21.03711795,105.75761338,8.58,467.0
39,79,id not found,signal not found,2024-07-06 03:36:11.236,2024-07-06 03:36:11.695,21.03711795,105.75761338,8.58,459.0
40,80,id not found,signal not found,2024-07-06 03:36:12.237,2024-07-06 03:36:12.711,21.03711795,105.75761338,8.58,474.0
41,81,id not found,signal not found,2024-07-06 03:36:13.236,2024-07-06 03:36:13.687,21.03711795,105.75761338,8.58,451.0
42,82,id not found,signal not found,2024-07-06 03:36:14.237,2024-07-06 03:36:14.694,21.03711795,105.75761338,8.58,457.0
43,83,id not found,signal not found,2024-07-06 03:36:15.238,2024-07-06 03:36:15.689,21.03711795,105.75761338,8.58,451.0
44,84,id not found,signal not found,2024-07-06 03:36:16.239,2024-07-06 03:36:16.689,21.03711795,105.75761338,8.58,450.0
45,85,id not found,signal not found,2024-07-06 03:36:17.240,2024-07-06 03:36:17.704,21.03711795,105.75761338,8.58,464.0
46,86,id not found,signal not found,2024-07-06 03:36:18.240,2024-07-06 03:36:18.716,21.03711795,105.75761338,8.58,476.0
47,87,id not found,signal not found,2024-07-06 03:36:19.240,2024-07-06 03:36:19.692,21.03711795,105.75761338,8.58,452.0
48,88,id not found,signal not found,2024-07-06 03:36:20.240,2024-07-06 03:36:20.704,21.03711795,105.75761338,8.58,464.0
49,89,id not found,signal not found,2024-07-06 03:36:21.240,2024-07-06 03:36:21.711,21.03711795,105.75761338,8.58,471.0
50,90,id not found,signal not found,2024-07-06 03:36:22.241,2024-07-06 03:36:22.705,21.03711795,105.75761338,8.58,464.0
51,91,id not found,signal not found,2024-07-06 03:36:23.242,2024-07-06 03:36:23.715,21.03711795,105.75761338,8.58,473.0
52,92,id not found,signal not found,2024-07-06 03:36:24.243,2024-07-06 03:36:24.704,21.03711795,105.75761338,8.58,461.0
53,93,id not found,signal not found,2024-07-06 03:36:25.243,2024-07-06 03:36:25.708,21.03711795,105.75761338,8.58,465.0
54,94,id not found,signal not found,2024-07-06 03:36:26.244,2024-07-06 03:36:26.704,21.03711795,105.75761338,8.58,460.0
55,95,id not found,signal not found,2024-07-06 03:36:27.247,2024-07-06 03:36:27.714,21.03711795,105.75761338,8.58,467.0
56,96,id not found,signal not found,2024-07-06 03:36:28.249,2024-07-06 03:36:28.709,21.03711795,105.75761338,8.58,460.0
57,97,id not found,signal not found,2024-07-06 03:36:29.249,2024-07-06 03:36:29.711,21.03711795,105.75761338,8.58,462.0
58,98,id not found,signal not found,2024-07-06 03:36:30.252,2024-07-06 03:36:30.734,21.03711795,105.75761338,8.58,482.0
59,99,id not found,signal not found,2024-07-06 03:36:31.251,2024-07-06 03:36:31.719,21.03711795,105.75761338,8.58,468.0
60,100,id not found,signal not found,2024-07-06 03:36:32.252,2024-07-06 03:36:32.715,21.03711795,105.75761338,8.58,463.0
61,101,id not found,signal not found,2024-07-06 03:36:33.252,2024-07-06 03:36:33.715,21.03711795,105.75761338,8.58,463.0
62,102,id not found,signal not found,2024-07-06 03:36:34.253,2024-07-06 03:36:34.721,21.03711795,105.75761338,8.58,468.0
63,103,id not found,signal not found,2024-07-06 03:36:35.254,2024-07-06 03:36:35.774,21.03711795,105.75761338,8.58,520.0
64,104,id not found,signal not found,2024-07-06 03:36:36.255,2024-07-06 03:36:36.719,21.03711795,105.75761338,8.58,464.0
65,105,id not found,signal not found,2024-07-06 03:36:37.256,2024-07-06 03:36:37.721,21.03711795,105.75761338,8.58,465.0
66,106,id not found,signal not found,2024-07-06 03:36:38.258,2024-07-06 03:36:38.724,21.03711795,105.75761338,8.58,466.0
67,107,id not found,signal not found,2024-07-06 03:36:39.259,2024-07-06 03:36:39.730,21.03711795,105.75761338,8.58,471.0
68,108,id not found,signal not found,2024-07-06 03:36:40.260,2024-07-06 03:36:40.735,21.03711795,105.75761338,8.58,475.0
69,109,id not found,signal not found,2024-07-06 03:36:41.260,2024-07-06 03:36:41.725,21.03711795,105.75761338,8.58,465.0
70,110,id not found,signal not found,2024-07-06 03:36:42.263,2024-07-06 03:36:42.722,21.03711795,105.75761338,8.58,459.0
71,111,id not found,signal not found,2024-07-06 03:36:43.266,2024-07-06 03:36:43.734,21.03711795,105.75761338,8.58,468.0
72,112,id not found,signal not found,2024-07-06 03:36:44.268,2024-07-06 03:36:44.737,21.03711795,105.75761338,8.58,469.0
73,113,id not found,signal not found,2024-07-06 03:36:45.271,2024-07-06 03:36:45.751,21.03711795,105.75761338,8.58,480.0
74,114,id not found,signal not found,2024-07-06 03:36:46.273,2024-07-06 03:36:46.741,21.03711795,105.75761338,8.58,468.0
75,115,id not found,signal not found,2024-07-06 03:36:47.276,2024-07-06 03:36:47.741,21.03711795,105.75761338,8.58,465.0
76,116,id not found,signal not found,2024-07-06 03:36:48.277,2024-07-06 03:36:48.745,21.03711795,105.75761338,8.58,468.0
77,117,id not found,signal not found,2024-07-06 03:36:49.278,2024-07-06 03:36:49.739,21.03711795,105.75761338,8.58,461.0
78,118,id not found,signal not found,2024-07-06 03:36:50.279,2024-07-06 03:36:50.742,21.03711795,105.75761338,8.58,463.0
79,119,id not found,signal not found,2024-07-06 03:36:51.280,2024-07-06 03:36:51.736,21.03711795,105.75761338,8.58,456.0
80,120,id not found,signal not found,2024-07-06 03:36:52.281,2024-07-06 03:36:52.743,21.03711795,105.75761338,8.58,462.0
81,121,id not found,signal not found,2024-07-06 03:36:53.282,2024-07-06 03:36:53.742,21.03711795,105.75761338,8.58,460.0
82,122,id not found,signal not found,2024-07-06 03:36:54.285,2024-07-06 03:36:54.746,21.03711795,105.75761338,8.58,461.0
83,123,id not found,signal not found,2024-07-06 03:36:55.288,2024-07-06 03:36:55.745,21.03711795,105.75761338,8.58,457.0
84,124,id not found,signal not found,2024-07-06 03:36:56.291,2024-07-06 03:36:56.754,21.03711795,105.75761338,8.58,463.0
85,125,id not found,signal not found,2024-07-06 03:36:57.292,2024-07-06 03:36:57.755,21.03711795,105.75761338,8.58,463.0
86,126,id not found,signal not found,2024-07-06 03:36:58.293,2024-07-06 03:36:58.756,21.03711795,105.75761338,8.58,463.0
87,127,id not found,signal not found,2024-07-06 03:36:59.292,2024-07-06 03:36:59.738,21.03711795,105.75761338,8.58,446.0
88,128,id not found,signal not found,2024-07-06 03:37:00.296,2024-07-06 03:37:00.761,21.03711795,105.75761338,8.58,465.0
89,129,id not found,signal not found,2024-07-06 03:37:01.297,2024-07-06 03:37:01.761,21.03711795,105.75761338,8.58,464.0
90,130,id not found,signal not found,2024-07-06 03:37:02.299,2024-07-06 03:37:02.759,21.03711795,105.75761338,8.58,460.0
91,131,id not found,signal not found,2024-07-06 03:37:03.300,2024-07-06 03:37:03.763,21.03711795,105.75761338,8.58,463.0
92,132,id not found,signal not found,2024-07-06 03:37:04.301,2024-07-06 03:37:04.764,21.03711795,105.75761338,8.58,463.0
93,133,id not found,signal not found,2024-07-06 03:37:05.301,2024-07-06 03:37:05.765,21.03711795,105.75761338,8.58,464.0
94,134,id not found,signal not found,2024-07-06 03:37:06.301,2024-07-06 03:37:06.763,21.03711795,105.75761338,8.58,462.0
95,135,id not found,signal not found,2024-07-06 03:37:07.302,2024-07-06 03:37:07.764,21.03711795,105.75761338,8.58,462.0
96,136,id not found,signal not found,2024-07-06 03:37:08.302,2024-07-06 03:37:08.763,21.03711795,105.75761338,8.58,461.0
97,137,id not found,signal not found,2024-07-06 03:37:09.303,2024-07-06 03:37:09.761,21.03711795,105.75761338,8.58,458.0
98,138,id not found,signal not found,2024-07-06 03:37:10.305,2024-07-06 03:37:10.761,21.03711795,105.75761338,8.58,456.0
99,139,id not found,signal not found,2024-07-06 03:37:11.305,2024-07-06 03:37:11.755,21.03711795,105.75761338,8.58,450.0
100,140,id not found,signal not found,2024-07-06 03:37:12.306,2024-07-06 03:37:12.767,21.03711795,105.75761338,8.58,461.0
101,141,id not found,signal not found,2024-07-06 03:37:13.306,2024-07-06 03:37:13.764,21.03711795,105.75761338,8.58,458.0
102,142,id not found,signal not found,2024-07-06 03:37:14.307,2024-07-06 03:37:14.767,21.03711795,105.75761338,8.58,460.0
103,143,id not found,signal not found,2024-07-06 03:37:15.307,2024-07-06 03:37:15.764,21.03711795,105.75761338,8.58,457.0
104,144,id not found,signal not found,2024-07-06 03:37:16.307,2024-07-06 03:37:16.764,21.03711795,105.75761338,8.58,457.0
105,145,id not found,signal not found,2024-07-06 03:37:17.307,2024-07-06 03:37:17.763,21.03711795,105.75761338,8.58,456.0
106,146,id not found,signal not found,2024-07-06 03:37:18.308,2024-07-06 03:37:18.765,21.03711795,105.75761338,8.58,457.0
107,147,id not found,signal not found,2024-07-06 03:37:19.309,2024-07-06 03:37:19.765,21.03711795,105.75761338,8.58,456.0
108,148,id not found,signal not found,2024-07-06 03:37:20.310,2024-07-06 03:37:20.765,21.03711795,105.75761338,8.58,455.0
109,149,id not found,signal not found,2024-07-06 03:37:21.310,2024-07-06 03:37:21.769,21.03711795,105.75761338,8.58,459.0
110,150,id not found,signal not found,2024-07-06 03:37:22.310,2024-07-06 03:37:22.763,21.03711795,105.75761338,8.58,453.0
111,151,id not found,signal not found,2024-07-06 03:37:23.311,2024-07-06 03:37:23.765,21.03711795,105.75761338,8.58,454.0
112,152,id not found,signal not found,2024-07-06 03:37:24.312,2024-07-06 03:37:24.771,21.03711795,105.75761338,8.58,459.0
113,153,id not found,signal not found,2024-07-06 03:37:25.315,2024-07-06 03:37:25.804,21.03711795,105.75761338,8.58,489.0
114,154,id not found,signal not found,2024-07-06 03:37:26.316,2024-07-06 03:37:26.777,21.03711795,105.75761338,8.58,461.0
115,155,id not found,signal not found,2024-07-06 03:37:27.318,2024-07-06 03:37:27.787,21.03711795,105.75761338,8.58,469.0
116,156,id not found,signal not found,2024-07-06 03:37:28.319,2024-07-06 03:37:28.779,21.03711795,105.75761338,8.58,460.0
117,157,id not found,signal not found,2024-07-06 03:37:29.320,2024-07-06 03:37:29.781,21.03711795,105.75761338,8.58,461.0
118,158,id not found,signal not found,2024-07-06 03:37:30.320,2024-07-06 03:37:30.792,21.03711795,105.75761338,8.58,472.0
119,159,id not found,signal not found,2024-07-06 03:37:31.320,2024-07-06 03:37:31.774,21.03711795,105.75761338,8.58,454.0
120,160,id not found,signal not found,2024-07-06 03:37:32.322,2024-07-06 03:37:32.785,21.03711795,105.75761338,8.58,463.0
121,161,id not found,signal not found,2024-07-06 03:37:33.323,2024-07-06 03:37:33.785,21.03711795,105.75761338,8.58,462.0
122,162,id not found,signal not found,2024-07-06 03:37:34.325,2024-07-06 03:37:34.786,21.03711795,105.75761338,8.58,461.0
123,163,id not found,signal not found,2024-07-06 03:37:35.326,2024-07-06 03:37:35.783,21.03711795,105.75761338,8.58,457.0
124,164,id not found,signal not found,2024-07-06 03:37:36.326,2024-07-06 03:37:36.788,21.03711795,105.75761338,8.58,462.0
125,165,id not found,signal not found,2024-07-06 03:37:37.327,2024-07-06 03:37:37.786,21.03711795,105.75761338,8.58,459.0
126,166,id not found,signal not found,2024-07-06 03:37:38.330,2024-07-06 03:37:38.824,21.03711795,105.75761338,8.58,494.0
127,167,id not found,signal not found,2024-07-06 03:37:39.329,2024-07-06 03:37:39.790,21.03711795,105.75761338,8.58,461.0
128,168,id not found,signal not found,2024-07-06 03:37:40.330,2024-07-06 03:37:40.798,21.03711795,105.75761338,8.58,468.0
129,27,id not found,signal not found,2024-07-11 08:07:03.491,2024-07-11 08:07:03.951,21.03412982,105.7485844,0.0,460.0
130,28,id not found,signal not found,2024-07-11 08:07:04.488,2024-07-11 08:07:04.925,21.03412982,105.7485844,0.0,437.0
131,29,id not found,signal not found,2024-07-11 08:07:05.492,2024-07-11 08:07:05.931,21.03412982,105.7485844,0.0,439.0
132,30,id not found,signal not found,2024-07-11 08:07:06.491,2024-07-11 08:07:06.936,21.03412982,105.7485844,0.0,445.0
133,31,id not found,signal not found,2024-07-11 08:07:07.492,2024-07-11 08:07:08.024,21.03412982,105.7485844,0.0,532.0
134,32,id not found,signal not found,2024-07-11 08:07:08.492,2024-07-11 08:07:09.023,21.03412982,105.7485844,0.0,531.0
135,33,id not found,signal not found,2024-07-11 08:07:09.492,2024-07-11 08:07:09.931,21.03412982,105.7485844,0.0,439.0
136,34,id not found,signal not found,2024-07-11 08:07:10.494,2024-07-11 08:07:10.951,21.03412982,105.7485844,0.0,457.0
137,35,id not found,signal not found,2024-07-11 08:07:11.498,2024-07-11 08:07:11.936,21.03412982,105.7485844,0.0,438.0
138,36,id not found,signal not found,2024-07-11 08:07:12.495,2024-07-11 08:07:13.004,21.03412982,105.7485844,0.0,509.0
139,37,id not found,signal not found,2024-07-11 08:07:13.497,2024-07-11 08:07:14.031,21.03412982,105.7485844,0.0,534.0
140,38,id not found,signal not found,2024-07-11 08:07:14.498,2024-07-11 08:07:15.039,21.03412982,105.7485844,0.0,541.0
141,39,id not found,signal not found,2024-07-11 08:07:15.499,2024-07-11 08:07:15.951,21.03412982,105.7485844,0.0,452.0
